index,text
5973,"Свободное владение ИКТ (настройка и обслуживание), умение составления учебных планов и расписания занятий, знание новейших методик прподавания, проблемный подход к подаче материала, имею опыт работы с учащимися разного уровня (от слабых до продвинутых и даже по коррекционной программе).
Владею языком жестов
Осуществление обучения и воспитания обучающихся с учетом их психолого-физиологических особенностей и специфики преподаваемого предмета в соответствии с федеральным компонентом государственного стандарта общего образования
Осуществление обучения и воспитания обучающихся с учетом их психолого-физиологических особенностей и специфики преподаваемого предмета в соответствии с федеральным компонентом государственного стандарта общего образования.
Дополнительно составляла учебные планы
Осуществление обучения и воспитания обучающихся с учетом их психолого-физиологических особенностей"
5974,"Осуществление экономического анализа хозяйственной деятельности предприятия и его подразделений, разработка мер по обеспечению режима экономии, повышению рентабельности производства, конкурентоспособности выпускаемой продукции, производительности труда, снижению издержек на производство и реализацию продукции, устранение потерь и непроизводительных расходов, а также выявление возможностей дополнительного выпуска продукции
оформление кредитов, работа с кассой
специалист отдела продаж"
5975,"Профессионально занимался легкой атлетикой и занимаюсь по сей день, но уже в качестве любителя, кандидат в мастера спорта по легкой атлетике, в будущем собираюсь вернуться в профессиональную сферу деятельности спорта
Контроль качества работы тренажерного зала, осмотр и устранение неисправностей тренажеров, климат-контроль в помещении, техника безопасности, индвидуальная работа с каждым клиентом в дежурные часы, а так же в дополнительное время(персональные тренировки)"
5976,"Уверенное владение ПК Владение грамотной устной и письменной речью Умение разрешение спорных ситуаций Работа с большими группами Знание основ детской психологии и педагогической теории
Проверка билетов и документов во время посадки на поезд| Оказание помощи пассажирам при посадке/высадке из вагона| Учет и планирование своего рабочего времени согласно производственного плана компании| Замена коллег на время отпусков и больничных| Поддержка оптимальной температуры в вагоне| Поддержка чистоты в вагоне| Продажа чайной и сувенирной продукции компании"
5977,"Владение ПК, умение работать в различных программах| Высокий уровень самоорганизации| Знание делопроизводства| Умение вести переговоры| Знание делового этикета
Заключение новых договоров и перезаключение договоров с оформлением необходимых документов.
Принимать участие в разработке методической и информационной документации Повышат свой профессиональный уровень и квалиификацию| Не разглашать информацию и сведения, являющиеся коммерческой тайной| Проводитть встречи и переговоры с новыми клиентами|
Лечение зубов в тепапевтическом отделении
Заключение новых дооговоров и перезаключение договоров с оформлением необходимых документов.| Принимать участие в разработке методической и информационной документации | Повышат свой профессиональный уровень и квалиификацию| Не разглашать информацию и сведения, являющиеся коммерческой тайной| Проводитть встречи и переговоры с новыми клиентами|"
5978,"Умею легко находить контакт с людьми, в том числе с подростками и детьми.
Есть организаторские способности, направленность на результат.
Большая трудоспособность и стрессоустойчивость
Представление интересов общества, заключение сделок, организация работы и эффективного взаимодействия всех структурных подразделений
Руководство деятельностью организации, обеспечение законности ведения финансово-хозяйственной деятельности
Разработка, рассмотрение и согласование различных видов Договоров, согласование сопутствующей документации к Договорам
Организация образовательной деятельности детского творческого объединения, работа с детьми, оказавшимися в трудной жизненной ситуации.
Анализ и планирование деятельности по эколог-биологическому направлению"
5979,"'- Умение работать в режиме многозадачности| - Умение доводить до результата| - Умение планировать свое время| - Навыки управления персоналом
- Курирование 3 магазинов| - Подбор персонала| - Работа и в качестве продавца| - Работа с контрагентами (заказ товара, реклама, арендодатели)| - Работа с персоналом (подбор, найм, обучение, расчет з/п и отпусков)| - Проведение инвентаризаций| - Работа с соц.сетями и сайтом.|"
5980,"'-умение работать с людьми разного уровня и положения| -умение организовать свою работу| -умение налаживать контакты| -культура поведения и служебный этикет
-общеукрепляющий(профилактический) массаж| -спортивный| -лимфодренажный| -лечебный массаж(при травмах опорно-двигательного аппарата, при заболеваниях жкт и тд)| -вакуумно-рефлекторный| -детский массаж при патологиях(вальгусная/варусная установка стопы, пупочная грыжа и тд)| -детский массаж при невралогических заболеваниях"
5981,"Работа с людьми, осуществление спортивного, оздоровительного массажа
Осуществление контроля качества за проведением анализов по приемке молока, работа с документацией, еженедельные отчеты по поступившему молоку-сырью.Еженедельные выезды в совхозы с аудитом, совместно с ветеринарной службой -с целью проверки качества содержания коров, санитарных условий хозяйства, заготовляемого молока-сырья.Уволена в связи с переездом в другой регион
Контроль качества микробиологических показателей заготовляемой продукции(работа в отделе микробиологических испытаний)"
5982,"Контроль за работой отделения| Ведение отчётности и документации отделения| Выполнение плановых показателей отделения| Привлечение новых клиентов| Работа с возражениями и претензиями| Ведение зарплатных проектов| Презентации, встречи| Осуществление сделок
Анализ деятельности бюджетных организаций| Планирование статей расходов бюджета| Передвижка статей расходов бюджетных средств| Контроль за исполнением бюджета| Ведение документации бюджетного отдела
Обслуживание физических и юридических лиц| Ведение отчётности банка| Привлечение новых клиентов| Выдача кредитов, гарантий, поручительств| Работа с просроченной задолженностью"
5983,"исполнительность, стрессоустойчивость
Сдача и приёмка товара, погрузка и разгрузка,обеспечение своевременной доставки продуктов питания по магазинам, контроль за техническим состоянием автомобиля
Ремонт автомобиля, содержание автомобиля в чистоте, развоз песка,гравия по кустам.Работа приравненная к районнам крайнего севера
водитель грузвового автомобиля, ремонт автомобиля, содержание автомобиля в чистоте.Развоз грузов по месту требования"
5984,"Заказ товара.
Контроль правильного хранения и размещения медикаментов.
Ведение и оформление необходимой учётной документации, контроль за соблюдением фармацевтического и санитарного режима, доведение до сотрудников приказов и распоряжений.
Оформление инкассации.
Оформление кассовых отчетов.
Контроль за работой аптеки
Работа за первым столом.Консультация и отпуск населению.Приемка товара.Выкладка товара.Оформление витрин.Обеспечение фарм-порядка"
5985,"Ведение пациентов нейрохирургического профиля.
Опыт работы:Владею всеми видами экстренных оперативных вмешательств при черепно-мозговой травме и спинно-мозговой травме.
Удаление внутричерепных, внутримозговых гематом(гипертензионных).
Обработка вдавленных переломов.
Передний(трансплевральный, забрюшинный) спондилодез.
Транспедикуляная фиксация поврежденного сегмента позвоночного столба, циркулярная декомпрессию спинного мозга.
Оперативное лечение при обьемных образования позвоночного столба, ДДЗП- грыжи межпозвоночного диска на шейном и поясничном уровне, спинальный стеноз"
5986,"ИО директора, проектирование, утверждение проекта, авторский надзор, участие в тендерах и выставках, технолог по производству, составление инвойса на поставку строительных материалов.
Также являлась учредителем
Исполнение обязанностей помощника руководителя, делопроизводство, служебная переписка
Заключение контрактов, участие в тендерах, ведение контракта до полного исполнения, регистрация контрактов в банке и в таможенном комитете.
Исполняла обязанности помощника коммерческого директора
Работа с заказчиками, выполнение дизайн-проектов
Исполнение обязанностей администратора, выполнение отчетов, решение спорных вопросов
Исполнение обязанностей заместителя директора, выполнение отчетов, решение спорных вопросов"
5987,"Довожу работу до конца, быстро обучаемый
отпуск нефтепродуктов.
Подготовка сменных отчетов
Обработка и проведение платежей населения в пользу юридических лиц
Контроль статуса обработки платежных поручений, контроль обработки финансирования через программу АЦК.
Проведение инвентаризации.
Расчет ожидаемой годовой потребности в финансировании по каждому коду бюджетной классификации.
Обработка выписки с лицевого счета в программе 1С"
5988,"* Развитие территории | * Прямые продажи | * Контроль дебиторской задолженности | * размещение POSM
* Выстраивать профессиональные рабочие отношения со всеми клиентами на вверенной территории | * Достижение максимально возможной эффективности реализации целей торгового маркетинга и использования оборудования компании на вверенной территории для коммуникации с потребителем, выполнения задач по размещению POSM | * Постоянно находить новые возможности для увеличения обьема продаж | * Предотвращение OOS в торговых точках на вверенной территории путем прямых продаж и взаимодействии с представителями дистрибутора
Оценка эффективности достижения основных показателей| * Развитие территориальной команды через мотивацию, коучинг, тренинги и совместные полевые визиты
* Осуществлять контроль и распространение коммуникационного оборудования, рекламных и сопутствующих материалов по городам региона| * Отслеживать локальные складские запасы коммуникационного оборудования и рекламных материалов, использование материалов для точек продаж и контролировать их утилизацию| * При необходимости разрабатывать локальные коммуникационные материалы и оборудование| * Оценить качество оборудования и материалов и обеспечить обратную связь по возможностям модернизации и оптимизации для центрального офиса"
5989,"""Пользователь ПК"" Уверенный пользователь ПК, ""MS Excel""MS Excel, ""MS Word"" MS Word.
""Финансовый контроль""Финансовый контроль.
""Экономический анализ"" Экономический анализ.
""Краткосрочное бюджетирование и планирование"" Краткосрочное бюджетирование и планирование.
""Ведение отчетности"" Ведение отчетности.
""Договорная работа"" Договорная работа
Составление исполнительных смет (дополнительные работы, временные здания и сооружения, обоснование непредвиденных расходов).
Переборка смет.
Формирование и ведение бюджета доходов и расходов и бюджета движения денежных средств.
Формирование отчетности и анализ ФХД.
Участие в формировании бюджета.
Участие в разработке тарифов и лимитов.
Участие в разработке положений по заработной плате.Составление калькуляций.Участие в разработках штатного расписания в соответствии с утвержденной структурой управления, схемами должностных окладов, фондами заработной платы и действующими нормативами, вносить в них изменения, обусловленные новыми видами деятельности (должностей).Подготовка различных отчетов по запросу руководства.Взаиморасчеты с дебиторами и кредиторами.Ведение расходной части бюджета| учет и мониторинг всех видов доходов и расходов.Составление смет и согласовывать их с заказчиком.
Учет выполнения работ.
Проверка сметой документации.
Оформление актов сдачи.
Формирование отчета по затратам по объектам.Подготовка договоров с заказчиками.
Согласование договоров.
Согласование заявок на оплату.Подготовка периодической отчетности в установленные сроки"
5990,"С декабря 1992г-август2002г-каменщик 4 разряд.С сентября 2002г фриланс(внутренняя отделка объектов жилого и произволственного назначения.Монтаж гипсокартонных конструкций любой сложности с последущей отделкой(шпатлёвка,окраска),штукатурка(гипсовая) под маяки,поклейка обоев,монтаж водопровода(полипропилен),ламинат,монтаж тёплого пола(электрический) и многое другое.Чтение строительных чертежей"
5991,"Формирование перечня автотранспортных средств, обработка путевых листов, составление реестра по отработанным машино-часам.| |
Обработка диагностических карт, технических талонов, формирование счетов, счетов-фактур, актов выполненных работ, оформление кассовых документов и отражение их в бухгалтерском учете, работа с денежной наличностью, оформление документов для передачи в архив.|"
5992,"Владею технологиями программирования в системах Si ens и Fanuc.
Имею сертификат по математическому обеспечению ADMAC (программирование оборудования OKUMA).
Владею графическими редакторами.
Занимаюсь теоретическим обоснованием и организацией внутрифирменного и корпоративного обучения (научные интересы и тема диссертационной работы).
Имею значительный опыт работы с людьми.
Образовательная деятельность по программам специалитета, бакалавриата и магистратуры (дисциплины ""Металлорежущие инструменты"", ""Металлорежущие станки"", ""Программирование и наладка станков с ЧПУ"", ""Технологическая оснастка"", ""Современное оборудование в механосборочном производстве"", руководство курсовыми проектами, выпускными квалификационными работами, магистерскими диссертациями.
Научная деятельность (написание и подготовка и к изданию научных статей, научных отчетов).
Методическая деятельность.
Методическое обеспечение образовательных программ (разработка рабочих программ дисциплин, методических указаний, учебных пособий, контрольных тестов).
Организационная деятельность.
Прочие виды работ, связанные с НИРС, с подготовкой студентов на конкурсы WorldSkills, освоение нового оборудования и т.д
Разработка технологических процессов изготовления деталей.
Разработка технологической оснастки и металлорежущих инструментов.
Разработка и изготовление штамповой оснастки.
Организация снабжения цеха заготовками и исходными материалами.
Разработка управляющих програм для станков с ЧПУ
Учебная работа (проведение учебных занятий по программам специалитета и бакалавриата по дисциплине ""Начертательная геометрия и инженерная графика"".
Научная работа (написание и подготовка к изданию научных статей и научных отчетов.
Учебно-методическая работа (написание и подготовка к изданию рабочих программ и методических указаний) Организационная и прочие виды работы, связанные с участием студентов и курсантов конкурсах разного уровня"
5993,"(организация контроль транспортных услуг, ведение транспортной документации, договорная работа планирование и формирование бюджета .
1977по1998г.
обработка заявок с объектов, выставление счетов на материалы.
Полное обеспечение объекта инструментом, з-части, ГСМ и оборудованием.
планирование и формирование бюджета.
договорная работа по оказанию транспортных услуг, отслеживание платежей, контроль дебиторской задолжности),"
5994,"Исполнительный, стараюсь добится результата максимально быстро и с минимальными затратами
Эксплуатация паровых и водогрейных котлов
Эксплуатация и ремонт автомобилей доставки, закуп запчастей.
Составление маршрутов доставки.
Работа по ведению складского учёта товаров (продукты питания).
Работа с железной дорогой по отпраки вагонов и таможней (растомаживание вагонов)
Эксплуатация и ремонт автомобильной и тракторной техники"
5995,"Ведение управленческого учета на базе специально разработанных форм холдинга.
Ведение лицевых счетов 16 организаций, сведение остатков, разбивка затрат согласно классификации принятой в организации.
Проведение платежей, валютные и рублевые операции.
Клиент-банк.
Контроль финансовых операций холдинга в целом и по организациям.
Выяснение спорных вопросов.
Еженедельные финансово-управленческие отчеты для руководства в различных разрезах.
Конвертация валюты на валютных счетах.
Подготовка внутренней отчетности для отделов холдинга
Помощь главному бухгалтеру"
5996,"Работа с компьютером - знание основных пакетов программ Windows, знание и умение пользоваться электронной почтой и почтовыми приложениями, знание графических программ Компас 3D, So dWorks.
Наличие прав категорий ""В|С""
Прием, хранение, отгрузка мтц по накладным
хранение чертежей, обнаружение браков на производстве, проведение работ по их устранению
сборка каркасной мебели с чистого листа, установка у заказчика"
5997,"Опыт организации и проведения обучающих мероприятий (обучение лиц, привлекаемых к проведению государственной итоговой аттестации) Проведение входного и выходного анкетного опроса, обобщение результатов (проведение исследований, получение ""обратной"" связи от обучающихся) Навыки делового общения, грамотная устная и письменная речь Опытный пользователь ПК (работа со всеми основными программами, информационными системами, подготовка презентаций для выступлений) Написание пресс-релиза в новостную ленту на сайт учреждения Обработка большого количества информации, выжимка основной информации
Планирование и организация жизнедеятельности отдыхающих Использование разнообразных методов, приемов и средств воспитания Обеспечение выполнения детьми санитарно - гигиенических норм и соблюдение ими опрятного внешнего вида Организация порядка и дисциплины в соответствии с установленным режимом
Уборка помещений"
5998,"Предприимчивость, умение работать с людьми, пунктуальность, серьезное отношение к доверенному делу, готовность к обучению, самообразованию, стажировкам
Организация и управление эффективной работой персонала магазина.| Выполнение в случае необходимости обязанностей любого сотрудника магазина.| Контроль работы всего персонала магазина.| Составление бюджета магазина.
Контроль и оптимизация расходной части бюджета магазина.| Взаимодействие и решение текущих вопросов с арендодателями.| Оформление и своевременное продление необходимых для работы магазина разрешений и документов в фискальных и административных органах.| Решение вопросов по инкассации.| Ведение документации магазина, составление и отправка файлов экспорта реальных операций, отчетности и документации в соответствии с установленным порядком отчетности.| Обеспечение установленного режима работы магазина.| Начисление, получение и выдача зарплаты персоналу магазина| Контроль бесперебойной работы имеющегося торгового оборудования и программного обеспечения, организация устранения неполадок"
5999,"Ответственный
Контроль прихода а/м с товаром, контроль доставки готовой продукции по городу в торговые точки, работа с программой 1С, учёт топлива на филиале, закрытие маршрутных листов водителей филиала (примерно 100 водителей в день), приём документов на перевозимый груз, работа со складом, работа с водителями/подгонщиками для разгрузки/загрузки большегрузных а/м, контроль наемного транспорта.
Контроль по выпуску а/с на линию.
Информирование водителей о дорожно транспортных ситуациях на маршрутах.
Полное знание системы wialon (навигация)
Создание путевых листов, ведение журналов, контроль ГСМ, отслеживание транспорта в навигации, расчёт путевых листов в 1С, работа с клиентами, контроль за погрузкой транспорта, проработка маршрута с клиентом, контроль температурного режима от клиента до места выгрузки, общение и контроль над водительским составом"
6000,"Знание бухгалтерского, налогового, трудового законодательства .
Опыт ведения переговоров, умение делегировать полномочия, умение контролировать, планировать и прогнозировать, умение убеждать.
Ведение делопроизводства
Организация и контроль за правильностью ведения бухгалтерского и налогового учета работниками бухгалтерии.
Формирование учетной политики предприятия.
Формирование и сдача налоговой и бухгалтерской отчетности предприятия.
Исполнение обязанностей контрактного управляющего и члена комиссии по осуществлению закупок.
Анализ финансово - хозяйственной деятельности предприятия.
Организация и ведение внутреннего финансового контроля
Обработка первичной бухгалтерской документации.
Ведение кассовых расчетов с подотчетными лицами.
Контроль взаиморасчетов с поставщиками.
Начисление заработной платы.
Ведение банковских и кассовых операций.
Ведение учета ТМЦ и ОС"
